country,customer_ID,invoice_number,invoice_date,due_date,invoice_amount_usd,disputed,dispute_lost,settled_date,days_to_settle,days_late
Russia,7695-NKUXM,6217512898,2020-08-30,2020-09-29,4552,1,0,2020-09-27,28,0
Spain,8690-EEBEO,6219456346,2020-05-16,2020-06-15,7126,0,0,2020-07-07,52,22
Russia,2824-HJQPP,6222252019,2020-03-19,2020-04-18,5079,0,0,2020-04-06,18,0
Russia,5924-UOPGH,6224002160,2020-01-30,2020-02-29,7210,0,0,2020-02-23,24,0
China,2676-DZINU,6225729341,2020-07-20,2020-08-19,5389,0,0,2020-08-13,24,0
France,9117-LYRCE,6235560565,2021-10-04,2021-11-03,5973,1,0,2021-10-28,24,0
Russia,5613-UHVMG,6238372501,2020-11-01,2020-12-01,7403,0,0,2020-12-09,38,8
Russia,7946-HJDUR,6242434931,2021-05-29,2021-06-28,4008,0,0,2021-06-18,20,0
United States,6831-FIODB,6247830671,2020-12-22,2021-01-21,6367,0,0,2021-01-19,28,0
Spain,3676-CQAIF,6248246137,2020-05-03,2020-06-02,5684,0,0,2020-06-08,36,6
China,5529-TBPGK,6248446618,2020-12-09,2021-01-08,4983,0,0,2021-01-12,34,4
France,9771-QTLGZ,5508245592,2021-02-28,2021-03-30,4887,1,1,2021-03-09,9,0
Spain,9250-VHLWY,6254234391,2020-11-20,2020-12-20,6416,0,0,2020-12-08,18,0
Spain,0688-XNJRO,6254565489,2021-11-15,2021-12-15,5604,0,0,2022-01-05,51,21
Spain,8942-ERSWK,6256102305,2021-07-22,2021-08-21,1400,0,0,2021-07-27,5,0
France,8389-TCXFQ,3086321519,2021-03-01,2021-03-31,5338,1,0,2021-04-13,43,13
France,9117-LYRCE,3090463749,2021-03-01,2021-03-31,5869,1,1,2021-04-30,60,30
France,9758-AIEIK,6268305498,2021-01-18,2021-02-17,8530,0,0,2021-02-07,20,0
France,6833-ETVHD,6268716975,2020-08-22,2020-09-21,4458,0,0,2020-09-11,20,0
France,5284-DJOZO,6272696799,2020-07-31,2020-08-30,5038,0,0,2020-08-10,10,0
United States,0625-TNJFG,6273031192,2021-02-22,2021-03-24,5764,0,0,2021-03-28,34,4
China,7329-TWKLF,6273968942,2020-02-25,2020-03-26,9211,0,0,2020-03-22,26,0
China,5196-TWQXF,6274787669,2020-08-24,2020-09-23,6954,0,0,2020-09-23,30,0
China,0187-ERLSR,6279951505,2021-11-25,2021-12-25,6557,1,0,2021-12-12,17,0
United States,7856-ODQFO,6287088969,2021-03-08,2021-04-07,6167,0,0,2021-03-31,23,0
China,9841-XLGBV,6288520521,2020-03-31,2020-04-30,4443,0,0,2020-04-24,24,0
Spain,7654-DOLHO,6288740790,2020-03-11,2020-04-10,2305,0,0,2020-04-16,36,6
United States,7856-ODQFO,6292573032,2021-04-16,2021-05-16,6114,1,0,2021-05-21,35,5
China,2676-DZINU,6299892020,2021-09-24,2021-10-24,7666,0,0,2021-10-11,17,0
United States,0625-TNJFG,6301784259,2020-08-24,2020-09-23,4218,0,0,2020-09-13,20,0
United States,2687-XWAMA,6303890920,2021-11-23,2021-12-23,4478,1,0,2021-12-15,22,0
China,2423-QOKIO,6309336631,2021-09-10,2021-10-10,7653,0,0,2021-09-25,15,0
United States,2687-XWAMA,6310497928,2020-04-30,2020-05-30,5973,0,0,2020-05-14,14,0
China,2820-XGXSB,6312340515,2021-01-05,2021-02-04,6850,0,0,2021-01-08,3,0
France,2621-XCLEH,6837368660,2021-03-01,2021-03-31,5896,1,0,2021-04-25,55,25
United States,0625-TNJFG,6326625438,2021-01-24,2021-02-23,6575,0,0,2021-02-16,23,0
Russia,5875-VZQCZ,6332346154,2020-03-18,2020-04-17,6381,0,0,2020-04-07,20,0
United States,3993-QUNVJ,6332637140,2021-09-17,2021-10-17,5809,0,0,2021-09-24,7,0
Spain,8942-ERSWK,6342800937,2021-11-29,2021-12-29,2235,0,0,2021-12-03,4,0
China,7841-HROAQ,6345328269,2021-06-10,2021-07-10,6895,0,0,2021-07-08,28,0
France,9725-EZTEJ,8953168938,2021-03-02,2021-04-01,7752,1,0,2021-03-28,26,0
China,9212-BTDMX,6354957025,2020-10-02,2020-11-01,5733,0,0,2020-10-19,17,0
France,6048-QPZCF,6672426133,2021-03-04,2021-04-03,9868,1,0,2021-03-26,22,0
United States,3831-FXWYK,6369718990,2021-03-08,2021-04-07,5546,0,0,2021-04-13,36,6
Spain,1168-BEASA,6375941605,2021-08-16,2021-09-15,5241,0,0,2021-09-11,26,0
United States,9149-MATVB,6381931555,2021-11-30,2021-12-30,4859,0,0,2021-12-20,20,0
France,7245-CKNCN,6391230941,2020-02-07,2020-03-08,7519,0,0,2020-03-06,28,0
France,5164-VMYWJ,6393629835,2020-01-03,2020-02-02,7133,0,0,2020-01-30,27,0
Spain,7372-CESLR,6393700803,2021-11-09,2021-12-09,4094,0,0,2021-11-30,21,0
United States,3831-FXWYK,6394171039,2020-11-29,2020-12-29,5030,0,0,2020-12-26,27,0
Spain,6296-UKEUZ,6402352996,2020-06-07,2020-07-07,1540,0,0,2020-06-13,6,0
China,9174-IYKOC,6409983012,2020-03-09,2020-04-08,8425,0,0,2020-04-09,31,1
France,8389-TCXFQ,3154502347,2021-03-10,2021-04-09,3702,1,0,2021-04-05,26,0
China,5920-DPXLN,6425569284,2020-05-10,2020-06-09,3536,0,0,2020-06-10,31,1
Russia,9181-HEKGV,6428663736,2020-08-29,2020-09-28,7447,1,0,2020-10-10,42,12
France,3448-OWJOT,2369731348,2021-02-26,2021-03-28,8030,1,1,2021-04-08,41,11
United States,6077-FDQRK,6440354171,2021-12-01,2021-12-31,4441,0,0,2021-12-19,18,0
Russia,5924-UOPGH,6442249090,2021-01-19,2021-02-18,8872,1,0,2021-02-26,38,8
United States,2447-JCFGW,6444186130,2020-09-04,2020-10-04,4471,0,0,2020-09-30,26,0
United States,4460-ZXNDN,6452306428,2021-11-06,2021-12-06,5603,0,0,2021-12-06,30,0
Spain,1168-BEASA,6453395358,2021-07-06,2021-08-05,4975,0,0,2021-07-24,18,0
France,7245-CKNCN,6456711996,2020-04-26,2020-05-26,8499,0,0,2020-05-14,18,0
Russia,7695-NKUXM,6463057288,2021-08-31,2021-09-30,7076,1,0,2021-09-20,20,0
China,5196-TWQXF,6470441610,2020-05-11,2020-06-10,5688,0,0,2020-06-12,32,2
France,1447-YZKCL,6470819411,2020-10-08,2020-11-07,4477,0,0,2020-11-12,35,5
France,5573-KSOIA,6471713415,2021-06-02,2021-07-02,9121,0,0,2021-07-14,42,12
China,2125-HJDLA,6474542050,2021-04-05,2021-05-05,4506,0,0,2021-05-05,30,0
France,7938-EVASK,2613739780,2021-03-17,2021-04-16,7805,1,0,2021-05-04,48,18
China,0379-NEVHP,6478764177,2021-10-04,2021-11-03,6472,0,0,2021-10-26,22,0
China,2676-DZINU,6481259640,2021-10-27,2021-11-26,5368,0,0,2021-11-08,12,0
France,4640-FGEJI,7369923093,2021-03-24,2021-04-23,9733,1,1,2021-05-10,47,17
China,7841-HROAQ,6484297273,2020-04-25,2020-05-25,7390,0,0,2020-05-16,21,0
Russia,3568-JJMFW,6495779635,2020-10-11,2020-11-10,8928,1,0,2020-11-07,27,0
Russia,5613-UHVMG,6502176136,2020-03-29,2020-04-28,3003,1,0,2020-05-21,53,23
Spain,8690-EEBEO,6504376538,2020-08-24,2020-09-23,4639,0,0,2020-09-28,35,5
France,9758-AIEIK,6504473012,2021-02-18,2021-03-20,8056,0,0,2021-03-03,13,0
China,9841-XLGBV,6505128561,2020-11-07,2020-12-07,1785,0,0,2020-12-02,25,0
France,4651-PMEXQ,6511784638,2021-04-09,2021-05-09,8153,0,0,2021-04-25,16,0
China,8820-BLYDZ,6520680737,2021-09-21,2021-10-21,8937,0,0,2021-09-28,7,0
China,2423-QOKIO,6522487147,2020-09-23,2020-10-23,7315,0,0,2020-10-18,25,0
China,6160-HCSFI,6525526692,2020-11-07,2020-12-07,6231,0,0,2020-11-28,21,0
China,2820-XGXSB,6528247418,2021-01-04,2021-02-03,8486,0,0,2021-01-08,4,0
Russia,6004-KITZM,6530836489,2020-11-19,2020-12-19,5495,0,0,2020-12-05,16,0
China,6632-CGYHU,6534753348,2021-08-10,2021-09-09,6061,0,0,2021-08-22,12,0
China,7209-MDWKR,6536896937,2020-04-08,2020-05-08,7428,0,0,2020-05-10,32,2
United States,0625-TNJFG,6541040836,2020-08-24,2020-09-23,4620,0,0,2020-09-17,24,0
China,5196-TWQXF,6545436181,2021-07-24,2021-08-23,4804,0,0,2021-08-15,22,0
France,4632-QZOKX,2748256708,2021-03-25,2021-04-24,6432,1,1,2021-04-25,31,1
France,5164-VMYWJ,9858844250,2021-03-27,2021-04-26,12631,1,1,2021-05-06,40,10
France,5164-VMYWJ,7545656006,2021-03-28,2021-04-27,8373,1,0,2021-05-06,39,9
Spain,9883-SDWFS,6552135455,2021-07-21,2021-08-20,5688,1,0,2021-08-27,37,7
France,2621-XCLEH,97717897,2021-03-31,2021-04-30,7093,1,0,2021-05-25,55,25
Spain,8690-EEBEO,6555357057,2020-09-09,2020-10-09,10279,0,0,2020-10-23,44,14
Spain,9286-VLKMI,6556553111,2021-02-28,2021-03-30,3613,0,0,2021-03-03,3,0
Spain,9460-VAZGD,6556605926,2020-12-22,2021-01-21,5082,0,0,2021-01-09,18,0
France,8976-AMJEO,6559779926,2021-09-14,2021-10-14,6675,0,0,2021-10-05,21,0
United States,7758-WKLVM,6569769457,2021-07-04,2021-08-03,5512,0,0,2021-08-02,29,0
United States,2447-JCFGW,6571920928,2021-08-23,2021-09-22,4763,0,0,2021-09-17,25,0
Russia,6004-KITZM,6578598443,2021-03-21,2021-04-20,5433,0,0,2021-04-09,19,0
China,0379-NEVHP,6579967070,2021-11-06,2021-12-06,5956,0,0,2021-11-17,11,0
France,8976-AMJEO,3865457806,2021-04-03,2021-05-03,9034,1,0,2021-05-19,46,16
France,5164-VMYWJ,6590705536,2021-03-23,2021-04-22,5954,0,0,2021-04-11,19,0
Spain,9883-SDWFS,6595838571,2021-11-04,2021-12-04,4088,0,0,2021-11-27,23,0
China,3569-VJWXS,6604379824,2021-05-24,2021-06-23,6184,0,0,2021-06-06,13,0
France,7600-OISKG,6969986224,2021-04-11,2021-05-11,5908,1,1,2021-05-19,38,8
United States,3993-QUNVJ,6609044576,2020-07-08,2020-08-07,4748,0,0,2020-08-01,24,0
China,3598-DNURW,6610467625,2020-02-01,2020-03-02,8413,0,0,2020-02-19,18,0
Russia,8887-NCUZC,6612036759,2020-06-01,2020-07-01,3427,0,0,2020-07-01,30,0
Spain,8690-EEBEO,6612984395,2020-03-22,2020-04-21,6410,0,0,2020-04-26,35,5
United States,3993-QUNVJ,6614325540,2021-03-20,2021-04-19,6332,1,0,2021-04-15,26,0
Russia,7695-NKUXM,6624530768,2020-08-17,2020-09-16,5522,1,0,2020-09-14,28,0
China,2820-XGXSB,6626163507,2020-02-11,2020-03-12,6487,0,0,2020-02-14,3,0
Spain,9286-VLKMI,6630363984,2020-10-18,2020-11-17,5368,0,0,2020-10-28,10,0
China,0187-ERLSR,6637423646,2021-05-25,2021-06-24,5359,0,0,2021-06-02,8,0
China,8820-BLYDZ,6639236295,2021-02-03,2021-03-05,6075,0,0,2021-02-13,10,0
United States,7050-KQLDO,6640953472,2021-09-14,2021-10-14,5588,0,0,2021-10-01,17,0
France,1447-YZKCL,6655280733,2021-01-16,2021-02-15,7075,0,0,2021-02-06,21,0
United States,5592-UQXSS,6656581289,2020-11-14,2020-12-14,6003,0,0,2020-12-12,28,0
Russia,5613-UHVMG,6659854030,2020-02-04,2020-03-05,7504,0,0,2020-03-07,32,2
United States,9323-NDIOV,6662053878,2021-09-21,2021-10-21,6147,0,0,2021-10-21,30,0
France,9117-LYRCE,1463367901,2021-04-14,2021-05-14,4560,1,1,2021-06-08,55,25
United States,0465-DTULQ,6674900941,2021-10-20,2021-11-19,4607,0,0,2021-11-10,21,0
Russia,5613-UHVMG,6678784921,2020-10-19,2020-11-18,7437,0,0,2020-11-15,27,0
United States,3831-FXWYK,6681774550,2021-04-28,2021-05-28,6723,0,0,2021-05-23,25,0
United States,4460-ZXNDN,6685297571,2021-05-29,2021-06-28,10106,1,0,2021-07-25,57,27
Russia,5924-UOPGH,6685760751,2021-08-28,2021-09-27,7119,1,0,2021-09-25,28,0
United States,7758-WKLVM,6687811896,2021-06-06,2021-07-06,6374,0,0,2021-07-25,49,19
Spain,0688-XNJRO,6689193712,2020-02-11,2020-03-12,2722,0,0,2020-03-15,33,3
United States,2447-JCFGW,6712328426,2020-09-19,2020-10-19,3362,0,0,2020-10-10,21,0
Spain,7654-DOLHO,6712873885,2020-03-16,2020-04-15,3375,0,0,2020-04-15,30,0
China,8156-PCYBM,6713223940,2020-07-05,2020-08-04,5553,0,0,2020-07-30,25,0
United States,7758-WKLVM,6714694728,2020-11-05,2020-12-05,4161,1,0,2020-12-30,55,25
United States,2447-JCFGW,6719635094,2021-02-22,2021-03-24,4956,0,0,2021-03-22,28,0
Russia,2824-HJQPP,6723004451,2020-05-21,2020-06-20,6020,0,0,2020-06-20,30,0
Spain,7654-DOLHO,6726677387,2021-09-19,2021-10-19,5016,0,0,2021-10-24,35,5
China,7841-HROAQ,6727591183,2020-12-13,2021-01-12,7300,0,0,2021-01-04,22,0
China,2125-HJDLA,6732317450,2021-10-23,2021-11-22,6204,0,0,2021-12-06,44,14
France,5284-DJOZO,3515319067,2021-04-16,2021-05-16,8874,1,1,2021-05-06,20,0
Russia,8887-NCUZC,6734044490,2021-07-05,2021-08-04,1315,0,0,2021-08-01,27,0
France,5164-VMYWJ,4865860838,2021-04-16,2021-05-16,5257,1,0,2021-05-19,33,3
France,9771-QTLGZ,1714365400,2021-04-21,2021-05-21,4038,1,0,2021-05-08,17,0
France,9725-EZTEJ,6741751706,2021-03-17,2021-04-16,9622,0,0,2021-03-30,13,0
United States,9323-NDIOV,6746571543,2021-04-25,2021-05-25,4362,0,0,2021-05-19,24,0
Spain,1408-OQZUE,6753688990,2021-01-16,2021-02-15,6139,0,0,2021-02-05,20,0
United States,9323-NDIOV,6759921255,2021-10-08,2021-11-07,6918,0,0,2021-11-02,25,0
France,9322-YCTQO,6762807531,2020-10-05,2020-11-04,9791,0,0,2020-11-08,34,4
China,5529-TBPGK,6780577164,2020-09-09,2020-10-09,7534,0,0,2020-10-10,31,1
China,5920-DPXLN,6784166467,2020-07-20,2020-08-19,6357,0,0,2020-08-17,28,0
Spain,9286-VLKMI,6791824606,2021-09-25,2021-10-25,3945,0,0,2021-09-30,5,0
United States,5592-UQXSS,6791929008,2020-02-02,2020-03-03,4492,0,0,2020-03-10,37,7
Spain,0688-XNJRO,6793125916,2020-12-14,2021-01-13,4086,1,0,2021-01-14,31,1
France,0783-PEPYR,6805978922,2020-01-08,2020-02-07,6392,0,0,2020-02-20,43,13
Russia,5924-UOPGH,6810105370,2021-01-11,2021-02-10,9282,0,0,2021-01-31,20,0
Russia,8887-NCUZC,6813183069,2020-06-01,2020-07-01,3441,0,0,2020-07-06,35,5
Russia,5924-UOPGH,6814227281,2020-04-21,2020-05-21,9682,0,0,2020-05-09,18,0
China,9841-XLGBV,6816625096,2020-06-10,2020-07-10,4752,0,0,2020-07-08,28,0
Spain,1168-BEASA,6826164955,2021-04-21,2021-05-21,5165,0,0,2021-05-13,22,0
Russia,8887-NCUZC,6830035207,2021-09-26,2021-10-26,3145,1,0,2021-11-04,39,9
France,0783-PEPYR,9582586663,2021-04-22,2021-05-22,3311,1,0,2021-06-12,51,21
Spain,7372-CESLR,6843062937,2020-02-16,2020-03-17,4745,0,0,2020-03-17,30,0
China,9014-WENVB,6844525193,2020-10-16,2020-11-15,5876,0,0,2020-11-14,29,0
United States,7228-LEPPM,6845689075,2021-07-10,2021-08-09,4640,0,0,2021-08-19,40,10
France,7938-EVASK,6846122698,2020-05-30,2020-06-29,6822,0,0,2020-07-06,37,7
United States,5592-UQXSS,6863821110,2020-04-09,2020-05-09,6441,0,0,2020-05-07,28,0
France,7600-OISKG,4355586265,2021-05-01,2021-05-31,5553,1,0,2021-06-01,31,1
China,5920-DPXLN,6870131864,2021-09-29,2021-10-29,4381,0,0,2021-10-12,13,0
Spain,1168-BEASA,6873740038,2020-04-08,2020-05-08,4514,0,0,2020-04-25,17,0
Spain,9286-VLKMI,6876100884,2020-12-14,2021-01-13,3671,0,0,2020-12-25,11,0
China,5196-TWQXF,6878013470,2020-09-28,2020-10-28,5110,0,0,2020-10-17,19,0
United States,4460-ZXNDN,6878680146,2021-11-07,2021-12-07,5284,0,0,2021-11-30,23,0
China,5920-DPXLN,6879549553,2021-01-17,2021-02-16,4755,0,0,2021-02-02,16,0
Russia,5148-SYKLB,6882106680,2020-02-12,2020-03-13,6943,0,0,2020-03-04,21,0
Russia,6627-ELFBK,6884520592,2021-11-22,2021-12-22,4489,0,0,2021-12-27,35,5
Spain,7654-DOLHO,6885613614,2020-04-20,2020-05-20,3301,0,0,2020-05-12,22,0
United States,3993-QUNVJ,6892063887,2021-04-18,2021-05-18,5844,0,0,2021-04-26,8,0
France,4640-FGEJI,6895920102,2020-05-31,2020-06-30,6513,0,0,2020-06-27,27,0
China,8820-BLYDZ,6895927608,2020-01-16,2020-02-15,7837,0,0,2020-01-23,7,0
France,4632-QZOKX,6551061352,2021-05-06,2021-06-05,4983,1,1,2021-06-11,36,6
United States,2026-XLBER,6902670844,2021-06-12,2021-07-12,4405,0,0,2021-06-28,16,0
United States,2026-XLBER,6904628715,2020-11-24,2020-12-24,6507,0,0,2020-12-03,9,0
China,2820-XGXSB,6906890052,2020-12-26,2021-01-25,7214,0,0,2021-01-08,13,0
United States,7050-KQLDO,6915911592,2021-01-22,2021-02-21,4312,0,0,2021-02-03,12,0
Russia,8102-ABPKQ,6922423741,2020-01-25,2020-02-24,6692,1,0,2020-03-12,47,17
Russia,2824-HJQPP,6926621731,2021-11-03,2021-12-03,6467,0,0,2021-11-16,13,0
United States,0625-TNJFG,6929479378,2020-03-20,2020-04-19,2708,0,0,2020-04-11,22,0
China,2676-DZINU,6932718624,2020-02-16,2020-03-17,7279,0,0,2020-03-07,20,0
United States,9149-MATVB,6937126139,2020-07-06,2020-08-05,5274,0,0,2020-08-05,30,0
France,4632-QZOKX,2207769609,2021-05-07,2021-06-06,5022,1,0,2021-06-06,30,0
United States,2447-JCFGW,6946879920,2020-11-04,2020-12-04,3749,0,0,2020-11-23,19,0
Spain,9286-VLKMI,6950783855,2020-03-21,2020-04-20,8813,1,0,2020-04-06,16,0
Russia,2824-HJQPP,6959096166,2021-06-27,2021-07-27,5534,0,0,2021-07-20,23,0
Spain,9883-SDWFS,6959534505,2020-11-15,2020-12-15,1036,0,0,2020-12-08,23,0
France,5284-DJOZO,6960019922,2020-07-21,2020-08-20,7958,0,0,2020-07-29,8,0
United States,2026-XLBER,6961910816,2021-08-26,2021-09-25,5978,1,0,2021-09-21,26,0
United States,2447-JCFGW,6964839828,2020-06-26,2020-07-26,6812,0,0,2020-07-23,27,0
China,5920-DPXLN,6965323270,2021-02-23,2021-03-25,5898,0,0,2021-03-12,17,0
France,7600-OISKG,706375400,2021-05-12,2021-06-11,5499,1,0,2021-06-15,34,4
China,7329-TWKLF,6970184838,2021-08-28,2021-09-27,8128,0,0,2021-09-22,25,0
Spain,9286-VLKMI,6974701547,2020-09-27,2020-10-27,1422,0,0,2020-10-04,7,0
United States,4460-ZXNDN,6984488539,2021-03-21,2021-04-20,8443,1,0,2021-05-20,60,30
Russia,2824-HJQPP,6985831527,2021-10-22,2021-11-21,6672,0,0,2021-11-10,19,0
France,4092-ZAVRG,6988048839,2020-06-05,2020-07-05,7160,0,0,2020-06-06,1,0
Russia,7695-NKUXM,6998465986,2020-02-14,2020-03-15,3005,0,0,2020-02-21,7,0
Spain,9883-SDWFS,7005945991,2021-04-23,2021-05-23,3275,0,0,2021-05-26,33,3
Russia,2824-HJQPP,7008503597,2021-01-02,2021-02-01,5066,0,0,2021-01-24,22,0
United States,0706-NRGUP,7009543833,2020-08-03,2020-09-02,2338,0,0,2020-09-03,31,1
France,4640-FGEJI,3960704578,2021-05-12,2021-06-11,10016,1,0,2021-06-22,41,11
China,5920-DPXLN,7022807641,2020-03-03,2020-04-02,6117,0,0,2020-03-29,26,0
Russia,5613-UHVMG,7032806438,2020-02-14,2020-03-15,4666,0,0,2020-03-27,42,12
France,6048-QPZCF,2014191611,2021-05-17,2021-06-16,7672,1,0,2021-06-06,20,0
China,7329-TWKLF,7043895839,2020-05-02,2020-06-01,12076,0,0,2020-05-24,22,0
United States,7260-ZHAKS,7050267416,2021-08-21,2021-09-20,6816,0,0,2021-09-11,21,0
China,9841-XLGBV,7056189326,2020-05-20,2020-06-19,5381,0,0,2020-06-17,28,0
United States,0625-TNJFG,7056862793,2021-07-07,2021-08-06,6803,0,0,2021-08-01,25,0
United States,7856-ODQFO,7059816083,2021-09-08,2021-10-08,3800,1,0,2021-10-02,24,0
United States,9928-IJYBQ,7074243715,2021-09-03,2021-10-03,6929,0,0,2021-10-04,31,1
Russia,3271-HYHDN,7074598959,2021-04-06,2021-05-06,4225,0,0,2021-04-11,5,0
France,8389-TCXFQ,7076480298,2021-05-18,2021-06-17,5153,0,0,2021-06-03,16,0
Russia,5924-UOPGH,7083555556,2020-05-31,2020-06-30,8426,0,0,2020-06-09,9,0
Russia,9181-HEKGV,7084470394,2021-06-01,2021-07-01,8153,1,0,2021-07-13,42,12
France,7938-EVASK,7085238926,2021-08-13,2021-09-12,6332,0,0,2021-09-11,29,0
Russia,8102-ABPKQ,7091388946,2021-02-12,2021-03-14,6030,1,0,2021-04-06,53,23
Spain,8942-ERSWK,7091811282,2020-08-18,2020-09-17,1518,0,0,2020-08-25,7,0
China,5196-TWQXF,7092718520,2020-12-02,2021-01-01,5017,0,0,2020-12-24,22,0
Spain,7654-DOLHO,7093044151,2021-01-25,2021-02-24,708,0,0,2021-02-19,25,0
Russia,2824-HJQPP,7096221227,2021-09-02,2021-10-02,6659,0,0,2021-10-03,31,1
China,7329-TWKLF,7097948653,2020-01-09,2020-02-08,5686,0,0,2020-01-27,18,0
China,0709-LZRJV,7100218787,2021-07-23,2021-08-22,6189,0,0,2021-08-10,18,0
France,5573-KSOIA,4900239305,2021-05-17,2021-06-16,9888,1,0,2021-07-04,48,18
Spain,7654-DOLHO,7108337906,2021-07-03,2021-08-02,1712,0,0,2021-08-01,29,0
United States,6831-FIODB,7115348997,2021-11-23,2021-12-23,4747,0,0,2021-12-12,19,0
China,3569-VJWXS,7117238418,2020-03-03,2020-04-02,3626,0,0,2020-03-28,25,0
France,7938-EVASK,7117316793,2020-11-17,2020-12-17,6217,0,0,2021-01-04,48,18
Spain,1408-OQZUE,7127477711,2021-11-25,2021-12-25,4108,0,0,2022-01-02,38,8
China,2676-DZINU,7133128659,2021-09-09,2021-10-09,4852,0,0,2021-09-19,10,0
France,4651-PMEXQ,7138243506,2020-04-26,2020-05-26,9676,0,0,2020-05-24,28,0
United States,6077-FDQRK,7142055006,2021-03-07,2021-04-06,5660,1,0,2021-04-01,25,0
United States,7856-ODQFO,7152404667,2021-01-13,2021-02-12,5660,1,0,2021-02-09,27,0
Spain,0688-XNJRO,7152757733,2020-11-16,2020-12-16,3939,1,0,2021-01-03,48,18
United States,9149-MATVB,7152768721,2021-08-21,2021-09-20,8185,0,0,2021-09-08,18,0
United States,6077-FDQRK,7166848125,2021-09-25,2021-10-25,5245,0,0,2021-10-12,17,0
France,1447-YZKCL,7167433652,2020-02-08,2020-03-09,4847,0,0,2020-03-18,39,9
Spain,6391-GBFQJ,7170674351,2021-09-09,2021-10-09,796,0,0,2021-09-22,13,0
China,8156-PCYBM,7171739266,2020-02-14,2020-03-15,7647,0,0,2020-03-28,43,13
China,8820-BLYDZ,7175346419,2020-04-01,2020-05-01,10070,0,0,2020-04-16,15,0
Russia,6004-KITZM,7176685266,2020-03-10,2020-04-09,7599,0,0,2020-04-01,22,0
Spain,9460-VAZGD,7186710473,2021-03-28,2021-04-27,5557,0,0,2021-04-19,22,0
France,8976-AMJEO,7190128567,2020-12-29,2021-01-28,8393,0,0,2021-01-18,20,0
China,5920-DPXLN,7197069769,2020-02-27,2020-03-28,4875,0,0,2020-03-19,21,0
United States,5592-UQXSS,7197991217,2021-03-26,2021-04-25,4898,0,0,2021-04-21,26,0
Russia,7946-HJDUR,7200684326,2021-10-21,2021-11-20,5521,0,0,2021-11-06,16,0
United States,0625-TNJFG,7203564937,2021-11-21,2021-12-21,9248,0,0,2021-12-12,21,0
China,3569-VJWXS,7210230347,2020-06-10,2020-07-10,4389,1,0,2020-07-12,32,2
Russia,3568-JJMFW,7211101726,2020-08-28,2020-09-27,7943,1,1,2020-09-12,15,0
China,0187-ERLSR,7214076449,2020-06-16,2020-07-16,6447,1,0,2020-07-04,18,0
Russia,9181-HEKGV,7214943606,2020-04-21,2020-05-21,8836,1,0,2020-06-12,52,22
Spain,9883-SDWFS,7217104959,2020-04-10,2020-05-10,2099,1,0,2020-05-20,40,10
China,2820-XGXSB,7218524698,2020-03-17,2020-04-16,8015,0,0,2020-03-23,6,0
United States,5592-UQXSS,7218542419,2020-10-15,2020-11-14,4664,0,0,2020-11-08,24,0
France,7600-OISKG,1933976534,2021-05-19,2021-06-18,5999,1,1,2021-06-17,29,0
China,9014-WENVB,7237340902,2020-02-03,2020-03-04,6848,0,0,2020-03-05,31,1
China,2676-DZINU,7244293293,2020-10-16,2020-11-15,6958,0,0,2020-10-30,14,0
France,5284-DJOZO,321937283,2021-05-25,2021-06-24,7285,1,0,2021-06-08,14,0
Spain,8942-ERSWK,7254664069,2020-07-26,2020-08-25,1336,0,0,2020-08-06,11,0
United States,7260-ZHAKS,7259837539,2020-04-13,2020-05-13,6729,0,0,2020-05-12,29,0
United States,2447-JCFGW,7270249713,2020-08-04,2020-09-03,8683,0,0,2020-09-06,33,3
France,9725-EZTEJ,5493577724,2021-05-25,2021-06-24,10981,1,1,2021-06-18,24,0
China,7209-MDWKR,7282316945,2021-05-05,2021-06-04,7470,0,0,2021-06-10,36,6
China,0379-NEVHP,7285560671,2021-08-16,2021-09-15,7090,0,0,2021-08-31,15,0
United States,3831-FXWYK,7295000938,2021-09-18,2021-10-18,5865,0,0,2021-10-29,41,11
Spain,8942-ERSWK,7296232451,2021-02-09,2021-03-11,4052,0,0,2021-02-17,8,0
United States,2687-XWAMA,7298116315,2020-01-28,2020-02-27,6017,0,0,2020-02-08,11,0
China,9014-WENVB,7303916505,2020-01-31,2020-03-01,6955,0,0,2020-02-28,28,0
Russia,8887-NCUZC,7310206701,2021-07-17,2021-08-16,3621,1,0,2021-08-28,42,12
China,8820-BLYDZ,7314902402,2021-07-12,2021-08-11,7196,0,0,2021-07-14,2,0
United States,0465-DTULQ,7314906808,2020-04-10,2020-05-10,6035,0,0,2020-05-03,23,0
United States,2026-XLBER,7329436593,2021-09-24,2021-10-24,4371,0,0,2021-10-06,12,0
China,9841-XLGBV,7332034292,2021-06-12,2021-07-12,5353,0,0,2021-06-30,18,0
France,8976-AMJEO,7336219886,2021-06-22,2021-07-22,6294,0,0,2021-07-22,30,0
United States,7856-ODQFO,7344346525,2020-04-05,2020-05-05,2353,0,0,2020-04-23,18,0
United States,7228-LEPPM,7356874575,2021-07-17,2021-08-16,5673,0,0,2021-08-30,44,14
United States,7228-LEPPM,7358381863,2020-06-19,2020-07-19,6046,0,0,2020-07-29,40,10
Spain,8942-ERSWK,7361584692,2020-11-27,2020-12-27,3549,0,0,2020-12-11,14,0
United States,4460-ZXNDN,7364920654,2020-10-01,2020-10-31,5819,1,0,2020-11-21,51,21
Spain,9286-VLKMI,7365861488,2021-10-05,2021-11-04,9142,0,0,2021-10-08,3,0
